Date,NPK,PK,NK,SI,CK,OF,MT,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed ​​(knots),Maximum Sustained Wind Speed ​​(knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2020-09-30,17.7892,3.2391,13.452528,7.722624,2.22264,6.48700416,7.0059644928,71.2,78.2,5.4,4.7,13.6,23.3,87.8,73.4,0.02
2020-10-10,8.6373921,2.4402,10.19592,5.3438616,3.35256,5.87824776,5.9958127152,60.0,77.2,6.6,4.9,9.7,16.5,86.0,66.6,0.0
2020-10-21,9.2184892,2.2581,7.2503392,5.312196,2.2464,6.32151324,5.1836408568,55.0,72.4,6.7,12.0,17.5,28.6,79.5,65.5,0.0
2020-10-30,7.769472,2.5758,6.36015,5.41836,1.8684,6.231114,5.9195583,62.5,73.5,4.6,3.3,9.7,16.7,78.8,66.6,0.0
2020-12-05,16.3725615,2.244,10.04664,10.914714,2.6316,10.15068402,9.4401361386,42.9,57.5,6.3,7.4,11.7,18.6,68.0,48.6,0.0
2020-12-15,13.42276,2.27835,17.889,11.0842368,2.81232,12.414345216,10.30390652928,39.5,49.8,6.7,10.7,13.6,20.0,56.8,44.2,0.0
2020-12-25,6.7413792,2.1912,7.96824,4.4008272,3.1602,4.928926464,4.28816602368,49.3,62.9,5.6,4.1,7.8,14.8,69.1,57.7,0.0
2021-01-04,12.4786866,3.27135,7.7273352,6.0204888,2.6676,5.41843992,5.2017023232,34.7,63.4,6.7,5.1,9.7,12.6,70.2,44.1,0.0
2021-01-16,5.3738848,1.8711,6.4185,3.54996,2.03448,3.54996,4.1179536,42.8,64.3,3.8,6.6,21.4,31.1,73.8,44.4,0.0
2021-03-21,12.2472,2.32275,13.23805,8.84136,2.09664,7.2747850000000005,6.1108194000000005,48.2,58.7,6.6,13.8,17.5,26.6,86.0,56.1,0.0
2021-04-13,8.49775,2.66564,11.30914,6.884,2.13251,7.096236,5.6769888,69.6,81.4,6.2,4.2,6.6,13.4,89.6,68.4,0.0
2021-04-28,12.13056,2.6406,12.99515,8.32128,2.25792,5.2808355,5.17521879,65.6,69.3,4.8,7.4,11.7,15.2,72.7,65.3,0.5
2021-05-07,7.3293,2.00788,6.70397,6.0247,2.04918,4.2253092,3.5915128199999997,74.0,84.8,5.8,5.0,9.7,12.4,93.2,72.5,0.0
2021-05-18,7.06278,1.92836,6.6303,5.09361,2.10945,4.527117,4.481845829999999,77.8,85.0,6.7,6.8,13.6,25.3,93.2,78.1,0.47
2021-06-09,4.54422,1.94592,5.7695,3.10464,1.8315,2.928084,5.3627858459999995,75.5,87.1,6.7,5.3,7.8,12.8,95.0,76.1,0.0
2021-10-26,15.696303525,2.4552,11.0525292,14.56496505,2.200224,13.5720192,11.671936512,62.2,76.1,6.7,3.3,7.8,12.0,84.9,61.0,0.0
2021-11-05,14.23136,3.660183,11.4346488,7.56817152,2.2670928,6.87622424,5.638503876800001,71.4,80.1,5.5,3.7,6.0,11.5,87.8,71.6,0.0
2021-11-15,8.464644258,2.025366,10.3998384,6.038563608,3.9224952,6.70120272,7.304310964800001,53.0,67.5,6.7,3.9,6.0,10.7,76.6,56.5,0.0
2021-11-23,8.941934524,2.100033,6.452801888,4.56848856,2.179008,6.70080378,7.102852006800001,42.6,58.1,6.7,6.4,13.6,20.6,64.4,49.5,0.0
2021-12-01,6.83713536,2.472768,6.614556,4.7139732,1.58814,6.97884768,6.1413859584,30.1,59.2,6.7,10.7,17.5,23.3,71.4,45.3,0.0
2022-03-30,13.809899699999999,2.9040000000000004,12.98712,11.532528000000003,2.6832000000000003,10.564619400000002,10.763864415000002,68.0,73.0,6.0,2.7,5.8,0.0,81.5,60.4,0.0
2022-04-07,9.933000915000001,2.757426,10.297879199999999,6.305756688,3.0843552,4.7613806856,5.815938333744,54.9,76.6,6.5,5.2,11.7,17.1,87.8,60.8,99.99
2022-04-17,13.90792,2.4156,14.454312,10.357401600000001,2.54016,8.544856320000001,9.2905892352,59.4,63.4,6.4,5.8,9.7,0.0,75.0,59.7,0.06
2022-04-28,7.057270400000001,2.8674,6.0684000000000005,4.81113,2.1798,4.5392778,7.411690565999999,76.9,83.3,6.7,7.0,11.7,0.0,91.4,74.3,0.06
2022-05-10,12.478686600000001,3.0108,10.016916,5.6663424000000004,2.49912,4.307600712,4.41117672912,75.9,77.5,5.7,4.8,9.7,0.0,83.1,70.7,0.72
2022-05-16,8.204455388000001,2.4839100000000003,6.815318848,6.055903440000001,2.403648,6.5743737696,4.820785996824,60.2,67.9,6.3,8.2,15.5,0.0,75.9,58.8,0.1
2022-05-23,5.828484100000001,2.49,9.33912,4.49064,2.30832,4.209076872000001,3.740357340720001,74.9,76.2,4.7,4.7,7.8,0.0,82.8,72.0,0.06
2022-12-01,14.9488605,2.8776,14.142483599999998,10.63875708,2.157912,9.7623261396,9.748039808664,43.0,50.8,6.7,12.5,17.5,0.0,63.9,46.0,0.0
2022-12-11,8.119148574,2.635416,11.725308,5.6110546800000005,3.4531368000000002,4.7613806856,4.976524553616,43.8,58.8,6.7,11.3,15.5,0.0,71.1,52.7,0.0
2022-12-18,15.298712,2.8504080000000003,11.97274992,8.72656512,2.4671304000000003,5.9031737856,7.356262717440001,23.1,50.0,6.7,9.2,19.4,0.0,59.0,41.0,0.0
2022-12-25,7.374791360000001,2.0097090000000004,7.540352768,4.88722032,2.403648,5.373286254,5.598332125344001,40.1,58.1,6.7,3.1,5.8,0.0,71.6,41.0,0.0
2023-01-04,6.914830080000001,2.292462,6.105744,5.9060124,1.569456,7.4773368,6.866687628,51.6,59.9,6.6,3.6,7.8,0.0,66.7,51.4,0.0
2023-01-12,9.863783444000001,2.4613290000000005,6.670312064,5.15283012,2.223936,7.269740226000001,4.561603953984,65.4,65.5,2.7,2.1,5.8,0.0,68.0,59.5,0.18
2023-01-16,8.857198080000002,2.112156,5.469729,4.876524,1.5507720000000003,7.290403379999999,6.156340632000001,37.3,47.3,6.7,10.1,13.6,0.0,55.9,44.2,0.0
2023-04-17,11.3544806,2.9529,9.7307184,6.1385376,2.7799199999999997,4.8400008,4.83806479968,72.9,82.8,6.2,7.9,13.6,0.0,91.4,66.7,0.0
2023-04-26,8.327795,2.66564,11.6484142,6.5398000000000005,2.0898597999999997,7.096236,5.449909248,59.3,70.1,6.7,5.4,13.6,0.0,78.8,57.4,0.0
2023-05-04,4.5896622,1.9070016,5.5964149999999995,3.1667327999999997,1.8681299999999998,2.8109606400000002,5.148274412159999,75.3,83.9,6.7,8.1,13.6,19.4,93.2,76.1,0.0
2023-05-11,15.24783771,2.7720000000000002,12.1221288,12.79183887,2.1156,12.2624340534,10.807609353084,68.7,69.8,4.7,4.0,7.8,0.0,79.2,68.0,0.33
2023-05-18,6.150832,2.3571,6.010050000000001,4.671,2.05524,5.2254477,6.2182827629999995,78.5,84.5,5.3,4.7,21.4,0.0,95.9,74.8,1.54
2023-06-07,8.757564740000001,2.145195,7.177835808,5.524683840000001,2.179008,6.068652710399999,5.1836408568,79.9,81.7,6.4,5.1,9.7,0.0,91.4,76.6,1.68
2023-06-28,4.6351044,1.9848384000000001,5.5964149999999995,3.1356864,1.849815,3.0159265200000003,5.3627858459999995,78.1,83.7,6.7,4.9,11.7,21.4,92.7,77.0,0.07
2023-10-30,14.500394685,3.0214800000000004,14.708182943999999,11.0643073632,2.0500164,9.859949400996001,9.65055941057736,65.2,76.1,6.1,5.7,11.7,0.0,86.0,64.8,0.0
2023-11-06,8.119148574,2.5036452000000002,11.60805492,5.835496867200001,3.4876681680000003,4.570925458175999,5.17558553576064,58.9,78.6,7.2,9.7,19.4,0.0,86.7,65.1,0.0
2023-11-12,4.6351044,1.8680832,6.057975,3.1356864,1.7582399999999998,3.0159265200000003,5.148274412159999,56.2,69.1,6.7,13.5,17.5,0.0,78.1,61.0,0.0
2023-11-18,14.99273776,2.93592024,11.6135674224,8.3775025152,2.3437738800000005,5.844142047744,7.356262717440001,42.4,65.2,6.7,5.7,13.6,0.0,76.5,46.0,0.0
2023-11-25,7.669783014400001,1.9494177300000004,7.6911598233600005,5.0338369296000005,2.5238304,5.48075197908,5.374398840330241,59.0,70.5,5.9,4.0,5.8,0.0,82.4,57.6,0.0
2023-12-07,11.127390988,2.8052550000000003,9.438796848,5.8316107200000005,2.8633176,4.936800816000001,5.0315873916672,47.4,64.2,6.7,3.2,5.8,0.0,77.0,49.1,0.0
2023-12-14,8.04036628024,2.3597145000000004,7.1560847904000005,5.813667302400001,2.49979392,6.377142556512,4.62795455695104,68.6,74.1,4.0,3.2,3.9,0.0,78.8,63.1,0.0
2023-12-21,5.770199259000001,2.5398,9.2457288,4.5804528,2.2159872000000003,4.4195307156000005,3.815164487534401,28.6,45.8,6.7,15.1,19.4,25.3,58.3,38.7,0.0
