Date,NPK,PK,NK,CK,DI,CR,OF,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed ​​(knots),Maximum Sustained Wind Speed ​​(knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2020-07-14,0.1935,0.211,0.14667,0.14467,0.1845,0.193415,0.15129,72.5,92.3,6.5,4.7,9.7,21.4,100.4,78.8,0.0
2020-08-10,0.18963,0.21944,0.1584036,0.1432233,0.178965,0.23587055,0.2075994,73.2,89.7,6.7,5.6,10.5,16.7,98.2,80.8,0.0
2020-10-08,1.22583,1.05,0.17867,0.122,1.05,0.9729,1.071,58.0,73.1,6.7,10.9,15.5,23.1,78.8,68.2,0.0
2020-10-25,0.81286,0.71357,0.14133,0.146,0.56857,0.546431,0.5003416,55.0,75.2,6.7,3.3,6.2,11.8,82.4,63.5,0.0
2020-11-13,0.5985,0.54,0.14,0.132,0.522,0.51012,0.54288,48.3,75.6,6.6,9.5,15.5,17.3,82.4,58.6,0.0
2020-11-27,0.39556,0.43875,0.14067,0.13267,0.28791,0.2939424,0.2360862,52.2,65.9,6.7,12.7,15.5,21.4,81.9,57.4,0.0
2020-12-11,0.2775,0.275,0.124,0.12933,0.2125,0.1746,0.204,56.1,68.8,6.4,6.7,11.7,15.9,76.5,62.6,0.01
2020-12-29,0.23383,0.2085,0.158,0.15267,0.199,0.2355696,0.17512,51.3,66.1,5.2,10.1,25.3,40.4,80.6,50.0,0.0
2021-01-14,0.2745,0.2025,0.15,0.12133,0.1995,0.239205,0.17955,32.2,57.3,5.5,2.7,5.8,0.0,71.6,36.1,0.0
2021-04-28,1.13184,1.11618,0.1087968,0.1128564,0.99081,0.930852,0.7803765,65.6,69.3,4.8,7.4,11.7,15.2,72.7,65.3,0.5
2021-05-07,0.89856,0.805,0.11328,0.1330035,0.76788,0.583184,0.806274,74.0,84.8,5.8,5.0,9.7,12.4,93.2,72.5,0.0
2021-05-18,0.968259,0.811415,0.1358226,0.1691294,0.8290245,0.8450706,0.754559025,77.8,85.0,6.7,6.8,13.6,25.3,93.2,78.1,0.47
2021-06-02,0.7898955,0.7450265,0.1124433,0.14333,0.7556595,0.6968126,0.66101865,76.0,78.0,5.3,5.1,9.7,15.7,86.2,74.8,0.78
2021-06-09,0.5690196,0.5636196,0.1245036,0.1703102,0.5076,0.466796,0.474606,75.5,87.1,6.7,5.3,7.8,12.8,95.0,76.1,0.0
2021-06-26,0.286387,0.2739724,0.1302,0.13632,0.2087217,0.213087504,0.259679311,78.7,83.3,5.9,4.9,11.7,21.0,91.4,78.3,0.3
2021-07-02,0.179955,0.19623,0.1554702,0.1359898,0.186345,0.17987595,0.1391868,77.2,87.5,6.7,7.3,11.7,37.1,93.9,80.1,0.05
2021-07-14,0.1991115,0.230412,0.155235528,0.12890097,0.1932822,0.2429466665,0.205523406,76.6,91.1,6.7,4.1,7.8,17.5,98.6,78.1,0.0
2021-08-15,1.1004,0.88452,0.1121967,0.1153098,0.7272,0.812214,0.803556,77.9,82.4,6.7,5.1,13.6,0.0,89.6,77.0,0.73
2021-08-30,0.690931,0.570856,0.1441566,0.12848,0.511713,0.47539497,0.485331352,75.9,87.4,6.7,4.4,13.6,18.3,95.0,74.5,0.0
2021-09-10,0.7746072,0.83575745,0.148046634,0.182659752,0.688090335,0.709859304,0.6489207658,78.2,88.7,6.1,3.4,7.8,13.6,97.7,79.0,0.0
2021-09-27,0.5374074,0.5009952,0.1420965,0.1349628,0.4600125,0.380688,0.400158,76.1,88.5,5.9,3.6,5.8,0.0,98.6,75.6,0.0
2021-10-07,0.24975,0.231,0.11408,0.1125171,0.180625,0.186822,0.20604,71.0,88.3,6.7,7.2,13.6,20.6,96.8,74.3,0.01
2021-10-18,0.28352313,0.243835436,0.124992,0.1322304,0.217070568,0.202433125,0.2363081721,60.5,73.3,6.7,5.6,9.7,14.8,80.6,60.8,0.0
2021-10-26,0.1858374,0.1799408,0.169491852,0.141791067,0.17359605,0.2146422005,0.19721943,62.2,76.1,6.7,3.3,7.8,12.0,84.9,61.0,0.0
2022-03-30,0.91176,1.07406,0.0974638,0.13861710000000002,1.0362600000000002,0.784836,0.9271799999999999,68.0,73.0,6.0,2.7,5.8,0.0,81.5,60.4,0.0
2022-04-07,1.1232,0.8211,0.13098,0.1241366,0.66834,0.60067952,0.8585325000000001,54.9,76.6,6.5,5.2,11.7,17.1,87.8,60.8,99.99
2022-04-17,0.6964670000000001,0.73765,0.1046502,0.15479640000000003,0.8363610000000001,0.6523352,0.58618635,59.4,63.4,6.4,5.8,9.7,0.0,75.0,59.7,0.06
2022-04-28,0.46364559999999994,0.5636196,0.1326234,0.1333561,0.6080625000000002,0.439604,0.521136,76.9,83.3,6.7,7.0,11.7,0.0,91.4,74.3,0.06
2022-05-10,0.92664,0.9096500000000002,0.0944,0.11653640000000001,0.711,0.51903376,0.6793605,75.9,77.5,5.7,4.8,9.7,0.0,83.1,70.7,0.72
2022-05-16,0.6059005000000001,0.52187,0.11503050000000001,0.18316380000000002,0.5446125,0.36709200000000003,0.386199,60.2,67.9,6.3,8.2,15.5,0.0,75.9,58.8,0.1
2022-05-23,0.3557228,0.31186220000000003,0.16100000000000003,0.1349,0.1918553,0.21906192000000002,0.283503101,74.9,76.2,4.7,4.7,7.8,0.0,82.8,72.0,0.06
2022-06-03,0.28035780000000005,0.3031184,0.12320000000000002,0.16897999999999996,0.2150466,0.16728364799999998,0.26920882700000004,79.9,83.8,6.6,7.2,17.5,0.0,93.2,77.7,0.38
2022-09-04,1.1890551,0.8505000000000001,0.1661631,0.1281,1.1235000000000002,1.1091060000000001,0.8996399999999999,66.8,86.5,6.7,8.5,15.5,0.0,93.2,74.1,0.0
2022-09-09,0.70623,0.5022000000000001,0.1526,0.10692000000000002,0.61596,0.4387032,0.5048784000000001,76.4,85.5,6.7,4.0,9.7,0.0,94.6,74.5,0.0
2022-09-21,0.8291172,0.7777913000000001,0.13285020000000003,0.16352,0.6424841000000001,0.45900204,0.4753245200000001,74.8,84.6,6.7,4.9,7.8,0.0,93.4,74.1,0.0
2022-09-28,0.44302720000000007,0.36855,0.1533303,0.12338310000000001,0.2677563,0.282184704,0.25733395800000003,74.4,87.0,6.7,5.3,9.7,0.0,96.8,73.9,0.0
2022-10-10,0.7397026000000001,0.6564844000000001,0.1653561,0.14307999999999998,0.5344558,0.5573596200000001,0.45531085600000004,48.3,72.9,6.7,12.6,21.4,27.2,86.2,61.5,0.0
2022-10-25,0.22234500000000004,0.20655,0.171,0.12133,0.17157,0.20332424999999998,0.2064825,64.7,77.9,6.7,5.4,9.7,0.0,88.7,63.3,0.0
2023-04-07,0.9453600000000001,0.7889,0.12154,0.1304701,0.69678,0.5540248000000001,0.7540155000000001,55.8,70.3,6.7,9.1,15.5,0.0,83.5,60.8,0.0
2023-04-17,1.03752,1.0951199999999999,0.1099301,0.1263501,0.909,0.9126,0.8035559999999999,72.9,82.8,6.2,7.9,13.6,0.0,91.4,66.7,0.0
2023-04-26,0.8578435000000001,0.722897,0.10576350000000001,0.13759680000000002,0.7409865,0.7190513,0.6360745499999999,59.3,70.1,6.7,5.4,13.6,0.0,78.8,57.4,0.0
2023-05-04,0.5532135,0.5270887,0.1299168,0.1542432,0.5551875000000001,0.47586,0.442035,75.3,83.9,6.7,8.1,13.6,19.4,93.2,76.1,0.0
2023-05-11,0.8372458,0.6850272000000001,0.14133,0.14015999999999998,0.5969985000000001,0.5573596200000001,0.49033476800000003,68.7,69.8,4.7,4.0,7.8,0.0,79.2,68.0,0.33
2023-05-18,0.40742680000000003,0.46068749999999997,0.1477035,0.1313433,0.2907891,0.299821248,0.24789051,78.5,84.5,5.3,4.7,21.4,0.0,95.9,74.8,1.54
2023-06-07,0.26362500000000005,0.27775000000000005,0.1302,0.1306233,0.201875,0.169362,0.20604,79.9,81.7,6.4,5.1,9.7,0.0,91.4,76.6,1.68
2023-09-07,0.8047314,0.7349771,0.1399167,0.14745999999999998,0.56857,0.546431,0.510348432,78.0,78.5,4.0,5.8,9.7,0.0,85.3,75.2,6.79
2023-09-17,1.1645385000000001,1.0605,0.1876035,0.11711999999999999,1.008,1.011816,1.10313,77.8,85.3,6.7,4.0,7.8,0.0,95.0,75.0,0.0
2023-09-22,0.9434880000000001,0.7889,0.1178112,0.13566357,0.7294860000000001,0.583184,0.83046222,78.2,86.3,5.6,4.5,7.8,0.0,93.2,80.6,99.99
2023-09-27,0.7591150560000001,0.8775453225000001,0.15396849936,0.18083315448,0.6605667216000001,0.69566211792,0.629453142826,77.5,87.6,6.7,3.6,7.8,0.0,96.8,76.5,0.14
2023-10-08,0.532033326,0.516025056,0.146359395,0.12821466,0.46921275,0.36926736,0.400158,64.8,73.9,6.7,14.6,17.5,27.2,78.8,67.1,0.06
2023-10-21,0.2472525,0.231,0.11179839999999999,0.11026675799999999,0.17520625,0.18308555999999998,0.2019192,59.1,63.6,6.6,8.3,15.5,0.0,75.9,59.9,0.05
